Unnamed: 0	IP匿名度	代理IP	代理位置	代理协议	响应速度	存活时间	打分	最后验证时间
32	高匿代理服务	207.176.218.180:1337	中国 安徽 黄山 联通	HTTP代理	1.25	173天 22小时 23分钟 9秒	899	2019年5月28日 01:01
33	高匿代理服务	125.26.99.182:32236	中国 北京 北京 移动	HTTP代理	2.29	146天 14小时 7分钟 58秒	294	2019年5月28日 01:01
34	高匿代理服务	101.248.64.68:8080	中国 西藏 拉萨 电信	HTTP代理	0.19	178天 12小时 47分钟 3秒	9573	2019年5月28日 01:01
35	高匿代理服务	212.237.30.203:8888	中国 福建 厦门 移动	HTTP代理	2.4	178天 13小时 6分钟 8秒	7481	2019年5月28日 01:01
36	高匿代理服务	163.125.235.224:8118	中国 广东 深圳 联通	HTTP代理	0.6	62天 6小时 17分钟 2秒	44	2019年5月28日 01:01
37	高匿代理服务	89.189.189.115:49451	中国 辽宁 大连 移动	HTTP代理	1.79	84天 22小时 6分钟 20秒	597	2019年5月28日 01:01
38	高匿代理服务	45.76.143.189:443	中国 湖北 孝感 电信	HTTP代理	1.83	24天 10小时 39分钟 27秒	148	2019年5月28日 01:01
39	高匿代理服务	115.206.105.167:8060	中国 浙江 杭州 电信	HTTP代理	0.78	42天 5小时 7分钟 48秒	19	2019年5月28日 01:01
40	高匿代理服务	47.105.198.154:80	中国 山东 青岛 阿里云	HTTP代理	1.08	166天 14小时 29分钟 23秒	397	2019年5月28日 01:01
41	高匿代理服务	178.214.85.160:8080	中国 河南 洛阳 电信	HTTP代理	2.5	66天 10小时 2分钟 17秒	14	2019年5月28日 01:01
42	高匿代理服务	119.39.238.235:9999	中国 湖南 岳阳 联通	HTTP代理	5.23	148天 10小时 15分钟 22秒	1135	2019年5月28日 01:01
43	高匿代理服务	177.21.30.133:666	中国 云南 玉溪 联通	HTTP代理	4.72	166天 14小时 28分钟 37秒	2405	2019年5月28日 01:01
44	高匿代理服务	36.65.203.110:8080	中国 广东 中山 联通	HTTP代理	5.83	137天 7小时 20分钟 10秒	1343	2019年5月28日 01:01
45	高匿代理服务	61.142.72.154:53948	中国 广东 中山 电信	HTTP代理	1.08	143天 14小时 27分钟 28秒	1865	2019年5月28日 01:01
46	高匿代理服务	190.38.67.107:8080	中国 湖南 娄底 电信	HTTP代理	3.27	152天 16小时 38分钟 59秒	17	2019年5月28日 01:01
47	高匿代理服务	45.70.192.143:8080	中国 湖北 黄冈 电信	HTTP代理	2.38	77天 16小时 43分钟 12秒	693	2019年5月28日 01:01
48	高匿代理服务	177.105.232.72:33977	中国 江苏 南通 联通	HTTP代理	5.77	99天 19小时 35分钟 20秒	8452	2019年5月28日 01:01
49	高匿代理服务	79.101.45.178:38228	中国 广东 梅州 电信	HTTP代理	3.21	137天 10小时 44分钟 13秒	556	2019年5月28日 01:01
0	高匿代理服务	58.54.138.85:9999	中国 湖北 荆州 电信	HTTP代理	2.23	148天 10小时 15分钟 23秒	19	2019年5月28日 01:01
1	高匿代理服务	103.76.168.210:8080	中国 贵州 安顺 电信	HTTP代理	3.14	133天 4小时 39分钟 52秒	27866	2019年5月28日 01:01
2	高匿代理服务	38.88.79.220:8082	中国 北京 北京 森华易腾	HTTP代理	0.56	107天 6小时 35分钟 32秒	2183	2019年5月28日 01:01
3	高匿代理服务	134.35.235.120:8080	中国 北京 北京 青云QingCloud/联通	HTTP代理	3.32	84天 9小时 55分钟 1秒	68	2019年5月28日 01:01
4	高匿代理服务	41.203.215.126:57715	中国 广东 东莞 电信	HTTP代理	5.91	178天 12小时 33分钟 9秒	11494	2019年5月28日 01:01
5	高匿代理服务	36.66.114.93:49561	中国 河南 郑州 电信/基站WiFi	HTTP代理	2.01	126天 20小时 38分钟 47秒	2602	2019年5月28日 01:01
6	高匿代理服务	115.223.204.176:9000	中国 浙江 温州 电信	HTTP代理	0.51	177天 17小时 45分钟 53秒	19	2019年5月28日 01:01
7	高匿代理服务	91.225.226.39:40421	中国 湖南 娄底 电信	HTTP代理	1.6	137天 10小时 43分钟 51秒	554	2019年5月28日 01:01
8	高匿代理服务	125.26.99.201:60865	中国 山西 吕梁 联通	HTTP代理	2.39	135天 3小时 51分钟 5秒	2868	2019年5月28日 01:01
9	高匿代理服务	101.109.255.97:36532	中国 云南 楚雄 电信	HTTP代理	3.38	154天 4小时 57分钟 40秒	1450	2019年5月28日 01:01
10	高匿代理服务	115.238.59.86:53833	中国 浙江 杭州 电信	HTTP代理	1.38	96天 7小时 42分钟 46秒	1877	2019年5月28日 01:01
11	高匿代理服务	180.180.156.112:59120	中国 江西 新余 联通	HTTP代理	2.22	122天 11小时 44分钟 44秒	2409	2019年5月28日 01:01
12	高匿代理服务	221.235.235.43:9999	中国 湖北 鄂州 电信	HTTP代理	1.57	105天 1小时 19分钟 11秒	44	2019年5月28日 01:01
13	高匿代理服务	176.192.110.66:50363	中国 香港  华为云	HTTP代理	3.44	126天 16小时 36分钟 6秒	3402	2019年5月28日 01:01
14	高匿代理服务	117.85.49.242:9999	中国 江苏 无锡 电信	HTTP代理	1.14	128天 19小时 7分钟 28秒	104	2019年5月28日 01:01
15	高匿代理服务	93.87.66.66:60011	中国 河南 许昌 移动	HTTP代理	4.31	94天 6小时 39分钟 30秒	5005	2019年5月28日 01:01
16	高匿代理服务	115.223.213.36:9000	中国 浙江 温州 电信	HTTP代理	0.6	80天 20小时 48分钟 8秒	19	2019年5月28日 01:01
17	高匿代理服务	210.48.204.134:37178	中国 北京 北京 Amazon/电信/联通/铁通	HTTP代理	5.36	79天 0小时 50分钟 40秒	1790	2019年5月28日 01:01
18	高匿代理服务	103.85.162.246:57097	中国 北京 北京 铁通	HTTP代理	2.94	82天 5小时 53分钟 25秒	1804	2019年5月28日 01:01
19	高匿代理服务	116.209.59.85:9999	中国 湖北 仙桃 电信	HTTP代理	4.41	120天 11小时 38分钟 42秒	204	2019年5月28日 01:01
20	高匿代理服务	116.209.53.131:9999	中国 湖北 仙桃 电信	HTTP代理	0.46	107天 19小时 0分钟 30秒	678	2019年5月28日 01:01
21	高匿代理服务	119.82.253.103:53037	中国 湖北 孝感 电信	HTTP代理	1.53	128天 17小时 39分钟 54秒	3081	2019年5月28日 01:01
22	高匿代理服务	115.211.44.31:9000	中国 浙江 金华 电信	HTTP代理	1.73	76天 12小时 46分钟 6秒	35	2019年5月28日 01:01
23	高匿代理服务	95.31.244.19:36360	中国 黑龙江 大庆 移动	HTTP代理	3.41	178天 12小时 47分钟 18秒	3740	2019年5月28日 01:01
24	高匿代理服务	180.183.5.45:8080	中国 香港  腾讯云	HTTP代理	1.6	61天 1小时 11分钟 1秒	152	2019年5月28日 01:01
25	高匿代理服务	116.30.120.186:9000	中国 广东 深圳 电信	HTTP代理	1.38	90天 23小时 37分钟 0秒	2684	2019年5月28日 01:01
26	高匿代理服务	116.58.239.160:8080	中国 福建 南平 电信	HTTP代理	4.16	99天 11小时 42分钟 57秒	49	2019年5月28日 01:01
27	高匿代理服务	134.35.25.62:8080	中国 江西 九江 联通	HTTP代理	2.83	139天 9小时 35分钟 26秒	53	2019年5月28日 01:01
28	高匿代理服务	190.142.42.92:8080	中国 辽宁 铁岭 电信	HTTP代理	4.64	80天 20小时 28分钟 12秒	11	2019年5月28日 01:01
29	高匿代理服务	112.78.167.181:8080	中国 云南 昆明 联通	HTTP代理	1.88	94天 7小时 25分钟 27秒	446	2019年5月28日 01:01
30	高匿代理服务	117.91.248.174:9999	中国 江苏 扬州 电信	HTTP代理	1.06	31天 1小时 5分钟 40秒	38	2019年5月28日 01:01
31	高匿代理服务	179.147.6.102:8080	中国 云南 玉溪 电信	HTTP代理	2.8	136天 22小时 27分钟 43秒	142	2019年5月28日 01:01
32	高匿代理服务	182.53.87.120:8080	中国 江苏 盐城 联通	HTTP代理	5.27	102天 16小时 29分钟 40秒	451	2019年5月28日 01:01
33	高匿代理服务	125.126.194.208:9999	中国 浙江 台州 电信	HTTP代理	1.3	113天 1小时 47分钟 12秒	19	2019年5月28日 01:00
34	高匿代理服务	115.151.3.27:9999	中国 江西 宜春 电信	HTTP代理	1.13	124天 0小时 53分钟 36秒	55	2019年5月28日 01:00
35	高匿代理服务	27.130.49.216:8080	中国 河南 郑州 电信/基站WiFi	HTTP代理	1.53	131天 3小时 1分钟 48秒	1622	2019年5月28日 01:00
36	高匿代理服务	114.41.11.86:80	中国 台湾 台中 中華電信	HTTP代理	1.39	80天 20小时 46分钟 25秒	37	2019年5月28日 01:00
37	高匿代理服务	177.152.168.98:8080	中国 辽宁 葫芦岛 联通	HTTP代理	3.04	51天 11小时 22分钟 19秒	62	2019年5月28日 01:00
38	高匿代理服务	1.163.113.215:80	中国 台湾 桃园 中華電信	HTTP代理	1.42	168天 20小时 50分钟 20秒	19	2019年5月28日 01:00
39	高匿代理服务	103.199.159.169:35249	中国 浙江 台州 联通	HTTP代理	6.82	178天 12小时 42分钟 37秒	1603	2019年5月28日 01:00
40	高匿代理服务	14.225.5.68:80	中国 广东 广州 腾讯云	HTTP代理	2.33	51天 4小时 50分钟 16秒	88	2019年5月28日 01:00
41	高匿代理服务	114.230.41.23:3128	中国 江苏 扬州 电信	HTTP代理	1.53	176天 0小时 43分钟 17秒	19	2019年5月28日 01:00
42	高匿代理服务	117.90.7.244:9000	中国 江苏 镇江 电信	HTTP代理	2.83	173天 5小时 41分钟 50秒	17	2019年5月28日 01:00
43	高匿代理服务	59.62.166.52:9999	中国 江西 宜春 电信	HTTP代理	1.38	113天 3小时 0分钟 44秒	38	2019年5月28日 01:00
44	高匿代理服务	1.20.96.185:8080	中国 内蒙古 锡林郭勒 电信	HTTP代理	4.54	91天 8小时 36分钟 52秒	11074	2019年5月28日 01:00
45	高匿代理服务	117.95.232.63:9999	中国 江苏 宿迁 电信	HTTP代理	4.06	105天 3小时 15分钟 14秒	25	2019年5月28日 01:00
46	高匿代理服务	103.194.234.246:9999	中国 广东 广州 移动	HTTP代理	4.23	74天 15小时 36分钟 18秒	333	2019年5月28日 01:00
47	高匿代理服务	178.93.49.209:41589	中国 江苏 宿迁 联通	HTTP代理	3.47	171天 18小时 38分钟 30秒	105	2019年5月28日 01:00
48	高匿代理服务	171.212.91.30:8118	中国 四川 成都 电信	HTTP代理	1.3	154天 6小时 52分钟 46秒	291	2019年5月28日 01:00
49	高匿代理服务	18.223.235.131:3128	中国 北京 北京 美团/联通/电信	HTTP代理	4.11	11天 22小时 21分钟 45秒	2186	2019年5月28日 01:00
0	高匿代理服务	103.194.232.168:8118	中国 四川 自贡 移动	HTTP代理	6.25	65天 4小时 34分钟 28秒	143	2019年5月28日 01:00
1	高匿代理服务	103.194.233.159:8118	中国 北京 北京 鹏博士/联通	HTTP代理	4.62	76天 5小时 48分钟 30秒	212	2019年5月28日 01:00
2	高匿代理服务	115.42.34.144:8080	中国 湖南 湘潭 电信	HTTP代理	4.96	178天 12小时 29分钟 19秒	427	2019年5月28日 01:00
3	高匿代理服务	159.192.98.20:8080	中国 江苏 常州 联通	HTTP代理	5.55	178天 12小时 45分钟 53秒	20285	2019年5月28日 01:00
4	高匿代理服务	216.218.15.48:35355	中国 海南 五指山 电信	HTTP代理	4.97	138天 12小时 3分钟 27秒	1412	2019年5月28日 01:00
5	高匿代理服务	103.224.186.20:56977	中国 吉林 吉林 联通	HTTP代理	6.1	80天 6小时 53分钟 52秒	2440	2019年5月28日 01:00
6	高匿代理服务	182.52.51.15:33680	中国 山东 菏泽 联通	HTTP代理	6.08	122天 11小时 50分钟 0秒	39368	2019年5月28日 01:00
7	高匿代理服务	186.94.44.41:8080	中国 江西 鹰潭 联通	HTTP代理	3.7	90天 14小时 29分钟 32秒	20	2019年5月28日 01:00
8	高匿代理服务	194.186.123.186:60630	中国 广东 湛江 移动	HTTP代理	2.36	158天 19小时 23分钟 52秒	514	2019年5月28日 01:00
9	高匿代理服务	111.179.20.243:9999	中国 湖北 咸宁 电信	HTTP代理	1.23	139天 8小时 55分钟 53秒	19	2019年5月28日 01:00
10	高匿代理服务	183.88.63.103:8080	中国 上海 上海 阿里巴巴	HTTP代理	2.72	82天 22小时 51分钟 15秒	2557	2019年5月28日 01:00
11	高匿代理服务	190.79.115.169:8080	中国 江苏 盐城 电信	HTTP代理	3.17	169天 0小时 24分钟 50秒	93	2019年5月28日 01:00
12	高匿代理服务	121.228.55.139:3128	中国 江苏 苏州 电信	HTTP代理	1.39	139天 10小时 50分钟 30秒	14	2019年5月28日 01:00
13	高匿代理服务	45.71.82.10:38040	中国 贵州 铜仁 电信	HTTP代理	5.37	139天 20小时 21分钟 24秒	274	2019年5月28日 01:00
14	高匿代理服务	121.61.45.30:9999	中国 湖北 咸宁 电信	HTTP代理	1.38	139天 12小时 26分钟 34秒	90	2019年5月28日 01:00
15	高匿代理服务	190.201.103.8:8080	中国 北京 北京 腾讯云	HTTP代理	4.01	66天 16小时 41分钟 29秒	38	2019年5月28日 01:00
16	高匿代理服务	168.181.123.114:8080	中国 广东 湛江 电信	HTTP代理	6.08	117天 3小时 8分钟 58秒	7645	2019年5月28日 01:00
17	高匿代理服务	134.35.77.22:8080	中国 河北 张家口 联通	HTTP代理	4.83	66天 18小时 20分钟 32秒	73	2019年5月28日 01:00
18	高匿代理服务	112.95.26.70:8118	中国 广东 深圳 联通	HTTP代理	0.96	30天 15小时 22分钟 6秒	144	2019年5月28日 01:00
19	高匿代理服务	190.207.57.154:8080	中国 云南 迪庆 联通	HTTP代理	3.67	99天 12小时 56分钟 22秒	46	2019年5月28日 01:00
20	高匿代理服务	175.42.68.34:9999	中国 福建 宁德 联通	HTTP代理	1.24	139天 9小时 48分钟 30秒	19	2019年5月28日 01:00
21	高匿代理服务	121.31.156.79:8123	中国 广西 北海 联通	HTTP代理	2.98	130天 16小时 56分钟 45秒	17	2019年5月28日 01:00
22	高匿代理服务	177.38.70.210:8080	中国 广东 江门 联通	HTTP代理	3.83	25天 19小时 4分钟 51秒	17	2019年5月28日 01:00
23	高匿代理服务	180.183.122.176:8080	中国 河南 南阳 电信	HTTP代理	4.19	90天 17小时 11分钟 4秒	101	2019年5月28日 01:00
24	高匿代理服务	58.55.131.45:9999	中国 湖北 鄂州 电信	HTTP代理	1.13	139天 11小时 59分钟 6秒	115	2019年5月28日 01:00
25	高匿代理服务	185.46.217.110:8080	中国 河南 南阳 电信	HTTP代理	4.02	26天 2小时 18分钟 27秒	103	2019年5月28日 01:00
26	高匿代理服务	185.218.70.1:53281	中国 湖北 荆州 电信	HTTP代理	3.06	172天 22小时 52分钟 46秒	231	2019年5月28日 01:00
27	高匿代理服务	171.37.160.205:8123	中国 广西 南宁 联通	HTTP代理	6.29	133天 4小时 22分钟 23秒	57	2019年5月28日 01:00
28	高匿代理服务	37.255.134.173:8080	中国 江苏 南通 电信	HTTP代理	2.57	99天 12小时 9分钟 46秒	18	2019年5月28日 01:00
29	高匿代理服务	112.85.131.20:9999	中国 江苏 南通 联通	HTTP代理	1.28	121天 23小时 32分钟 46秒	19	2019年5月28日 01:00
30	高匿代理服务	125.88.64.171:8080	中国 广东 广州 电信	HTTP代理	1.1	161天 10小时 48分钟 17秒	22319	2019年5月28日 01:00
31	高匿代理服务	183.88.76.218:8080	中国 福建 龙岩 电信	HTTP代理	1.8	132天 20小时 58分钟 23秒	19	2019年5月28日 01:00
32	高匿代理服务	109.224.61.99:41188	中国 香港  香港宽频	HTTP代理	6.35	137天 10小时 41分钟 34秒	461	2019年5月28日 01:00
33	高匿代理服务	113.54.156.195:1080	中国 四川 成都 教育网	HTTP代理	2.96	88天 7小时 9分钟 6秒	338	2019年5月28日 01:00
34	高匿代理服务	1.10.186.67:59778	中国 河北 张家口 联通	HTTP代理	2.99	154天 17小时 48分钟 51秒	1775	2019年5月28日 01:00
35	高匿代理服务	103.199.159.137:35249	中国 福建 南平 电信	HTTP代理	4.6	166天 12小时 47分钟 7秒	1213	2019年5月28日 01:00
36	高匿代理服务	5.14.201.206:53281	中国 北京 北京 青云QingCloud/联通	HTTP代理	2.09	93天 14小时 18分钟 34秒	7358	2019年5月28日 01:00
37	高匿代理服务	185.132.133.179:8080	中国 北京 北京 京东云	HTTP代理	4.18	86天 23小时 53分钟 45秒	5877	2019年5月28日 01:00
38	高匿代理服务	195.78.101.171:42968	中国 黑龙江 牡丹江 移动	HTTP代理	4.05	136天 8小时 55分钟 2秒	1913	2019年5月28日 01:00
39	高匿代理服务	178.93.24.230:8080	中国 台湾 新竹 台湾固网	HTTP代理	2.59	113天 4小时 50分钟 22秒	114	2019年5月28日 01:00
40	高匿代理服务	117.196.232.31:8080	中国 江西 上饶 移动	HTTP代理	3.74	82天 9小时 36分钟 7秒	1681	2019年5月28日 01:00
41	高匿代理服务	180.180.175.76:49098	中国 北京 北京 美团	HTTP代理	3.18	154天 20小时 46分钟 51秒	1614	2019年5月28日 01:00
42	高匿代理服务	79.164.100.0:44331	中国 安徽 宣城 电信	HTTP代理	2.4	178天 12小时 47分钟 25秒	8338	2019年5月28日 01:00
43	高匿代理服务	78.26.126.125:58787	中国 新疆 塔城 电信	HTTP代理	4.09	86天 23小时 53分钟 45秒	1965	2019年5月28日 01:00
44	高匿代理服务	195.32.14.172:54276	中国 河南 焦作 联通	HTTP代理	4.87	146天 5小时 37分钟 2秒	214	2019年5月28日 01:00
45	高匿代理服务	200.84.24.207:8080	中国 上海 上海 金山云/电信	HTTP代理	2.97	152天 18小时 32分钟 6秒	56	2019年5月28日 01:00
46	高匿代理服务	110.78.173.199:8080	中国 河南 许昌 移动	HTTP代理	2.65	37天 13小时 21分钟 23秒	36	2019年5月28日 01:00
47	高匿代理服务	111.77.197.125:9999	中国 江西 宜春 电信	HTTP代理	1.4	121天 18小时 32分钟 22秒	83	2019年5月28日 01:00
48	高匿代理服务	202.9.121.94:8080	中国 广西 北海 电信	HTTP代理	4.7	160天 13小时 51分钟 12秒	87	2019年5月28日 01:00
49	高匿代理服务	36.68.33.159:3128	中国 山东 潍坊 移动	HTTP代理	3.03	146天 2小时 5分钟 16秒	967	2019年5月28日 01:00
0	高匿代理服务	180.180.156.45:46519	中国 湖南 永州 电信	HTTP代理	2.28	122天 16小时 58分钟 47秒	2741	2019年5月28日 01:00
1	高匿代理服务	118.175.93.144:55153	中国 云南 昆明 联通	HTTP代理	6.87	99天 16小时 55分钟 38秒	8976	2019年5月28日 01:00
2	高匿代理服务	95.179.164.148:9000	中国 山东 济宁 移动	HTTP代理	1.22	12天 21小时 38分钟 14秒	56	2019年5月28日 01:00
3	高匿代理服务	115.199.120.132:8060	中国 浙江 杭州 电信	HTTP代理	0.71	29天 10小时 39分钟 34秒	93	2019年5月28日 01:00
4	高匿代理服务	171.80.2.54:9999	中国 湖北 襄阳 电信	HTTP代理	1.43	25天 21小时 23分钟 44秒	34	2019年5月28日 01:00
5	高匿代理服务	45.71.82.13:38040	中国 广东 东莞 电信	HTTP代理	4.84	139天 12小时 21分钟 48秒	80	2019年5月28日 01:00
6	高匿代理服务	190.199.197.80:8080	中国 云南 迪庆 电信	HTTP代理	3.33	170天 3小时 13分钟 41秒	65	2019年5月28日 01:00
7	高匿代理服务	190.198.24.38:8080	中国 山东 烟台 联通	HTTP代理	4.7	90天 18小时 18分钟 49秒	123	2019年5月28日 01:00
8	高匿代理服务	14.207.31.215:8080	中国 广东 江门 移动	HTTP代理	1.54	99天 12小时 7分钟 9秒	35	2019年5月28日 01:00
9	高匿代理服务	190.198.227.87:8080	中国 浙江 杭州 网易/BGP多线	HTTP代理	2.88	90天 19小时 24分钟 50秒	177	2019年5月28日 01:00
10	高匿代理服务	222.189.144.45:9999	中国 江苏 扬州 电信	HTTP代理	1.31	137天 1小时 36分钟 32秒	115	2019年5月28日 01:00
11	高匿代理服务	59.62.167.198:9999	中国 江西 宜春 电信	HTTP代理	1.6	121天 14小时 53分钟 36秒	38	2019年5月28日 01:00
12	高匿代理服务	45.71.82.12:38040	中国 福建 宁德 移动	HTTP代理	4.25	139天 21小时 43分钟 32秒	278	2019年5月28日 01:00
